Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2010,Portugal,..,24,155,..,159,64670,..,..,558,58,..,491,217,35,..,..,963,..,412,1491,..,29,..,..,36,8,..,51344,..,..,2372,..,..,25102,..,45,3060,..,..,..,..,..,82,4851,47,793,199,..,58,..,..,86,31,336,..,14,72,27,1072,182,..,..,22,194,322,8,17,..,32,18,..,..,..,118,37638,..,..,485,84,709,11742,127,..,89,..,..,..,..,13,2126,14253,..,..,..,..,118,12,4002,50,99,26,687,..,270,1414,14,115,16,412,46,..,..,..,..,47,40,..,25,21,179,117,1723,14,158,18,..,93,15,..,..,29,..,..,107,..,..,..,7,..,1176,29400,..,..,..,332,1812,..,16,..,..,154,..,..,145,..,1142,..,13,..,19,106,86,248,..,..,..,50,10265,..,10481,2042,..,..,..,..,..,..,..,..,7165,..,1461,23,..,41,11,..,20,19,..,..,4635,..,6133,14,..,..,..,303,325,7276,14,..,122,122,702,47,..,..,..,96,159,..,..,..,10,23939,..,8249,32,3001,..,137,541,..,10087,25,..,..,..,..,911
2010,San Marino,..,8,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,22,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Serbia,..,88,34,..,..,..,..,..,16,33,..,370,3477,..,..,..,..,..,17,126,..,..,..,..,..,151516,..,32,..,..,309,..,..,..,..,..,332,..,..,..,..,..,..,980,..,..,..,..,..,..,..,..,130669,15,..,95,157,..,..,92,..,..,..,..,52,..,..,..,..,..,..,..,..,15,2627,..,..,..,..,14,8227,19,..,462,..,..,..,..,..,..,..,..,..,..,..,602,..,127,20,60,118,28,..,57,1055,..,17,79,19,..,..,41,..,..,..,26,..,..,220,..,7,56,..,..,..,..,..,28,..,..,..,..,..,11,..,..,..,32146,..,12,..,..,..,..,..,402,..,14,..,..,..,..,..,78,..,..,..,..,..,..,18,6,84,24,..,..,21,31,..,559,792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131,4871,..,..,66,..,89,..,73,..,..,..,611,1504,101,..,18789,..,..,..,..,..,..,30,266,6,..,..,..,186,12,348,..,652,..,..,6,..,19,..,..,..,..,27,12
2010,Slovenia,5,49,27,..,..,2,..,..,219,3,..,205,2599,3,..,..,2,..,27,173,1,..,..,..,8,65818,1,20,..,..,294,4,3,1,..,7,190,..,..,1,..,..,17,429,..,..,10,1,5,..,..,1,27704,18,..,3,104,19,2,25,..,..,6,38,7,..,62,..,3,11,..,..,..,5,9532,..,..,737,2,3,6,6168,..,11,37,..,..,..,..,..,5,..,2,..,..,..,183,3,58,11,36,42,..,13,25,2167,6,37,60,10,..,5432,8,1,1,5,21,..,2,25,7,15,25,2,..,8,..,1,..,..,8,..,..,2,..,..,107,2,..,1527,14,1,2,..,..,9,..,..,211,..,..,..,..,170,12,1,..,..,..,..,5,21,11,129,..,16,335,19,..,1,87,280,..,..,..,..,..,..,..,..,..,7,1,12745,..,7,..,1,..,..,178,1,..,130,60,12,6,..,10,..,196,715,..,9,..,17,..,..,..,..,..,31,66,..,..,..,2,357,5,..,304,..,337,7,..,8,21,..,224,1,7,5
2010,Spain,344,1044,41619,..,2733,2282,..,..,145829,5460,..,2820,4070,238,27,28,8567,15,1222,20980,11,309,..,..,91453,1100,..,51311,..,10,77873,834,51,1923,35,3716,2628,..,..,78,65,..,31720,76977,..,..,163795,..,1469,..,1466,2403,835,46653,..,166,3633,46,1009,5615,12,319,53143,240847,2925,3068,8234,89,469,1465,..,..,15,4606,102092,..,..,135,15422,5490,105477,12520,..,2258,..,262,..,..,2649,8539,5287,58,342,..,8410,3728,517,24277,1076,3027,1080,6937,..,1673,54205,122,2246,1575,496,437,..,258,87,97,1328,2133,..,640,484,59,9507,686,126,19,236,..,22034,138,..,..,9090,130,..,19426,60,112,134,70,..,466079,613,46,52,..,1795,24122,..,477,3831,202,22825,..,..,7283,14,48013,..,1909,16,26611,93550,14532,38321,81148,..,31,1706,8777,..,384181,20285,145,..,..,33,..,..,..,13,99,332,47425,1900,18,824,160,..,3438,508,..,192,1292,..,..,351,..,285,75,..,8101,31754,3483,23,286,434,..,355,..,..,70,1810,2152,7,..,28,104,36759,127,160319,161,17145,..,43454,219,..,69142,547,..,..,74,69,151
2010,TFYR Macedonia,..,28250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3357,..,..,..,..,413,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,552,..,..,..,22,..,..,..,..,..,..,..,757,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,91,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..,..,..,10,82,..,..,..,..,..,..,..,..,..,..,..,6902,..,..,..,..,14,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9250,..,..,..,..,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Western Europe,72966,15517,744534,..,419,18591,14,69,17745,16759,1259,18726,129739,10968,110,254,10735,120,9456,108670,43,12001,57,271,4907,178885,167,55184,..,330,68938,5952,3551,16373,31167,44962,29548,2159,..,7638,4235,..,17755,120289,323,13,27410,15701,36052,..,1645,42645,108194,8742,29738,1999,216932,1910,51239,18007,3391,2082,9559,7455,52168,1314,190,10772,4738,18729,..,..,110,8459,212206,..,..,8880,5041,13282,383238,25798,38,120457,2,37,..,1,2940,22222,2028,2569,30945,..,979,107085,1583,83414,72643,103316,93925,14897,2,18590,615022,1711,23672,9120,409281,6683,..,1387,33989,21134,13096,71273,109,3417,4662,984,17617,17453,43617,262,6077,55,43123,1065,..,..,11833,16828,..,14089,3,11323,1510,16055,..,639268,1351,2029,372,..,4765,165657,..,5259,1176,4172,28952,..,..,7359,334,53098,..,751,219,2722,14082,25557,855268,542011,25,132,20031,12933,..,312784,456203,5573,..,28,1388,..,32,12,113,171,4489,66419,257945,252,6343,3982,10621,29676,24568,8,18920,19280,..,221219,66516,1007,5934,93622,72,19327,84000,43093,11892,38526,22867,11,21574,..,39,718,237038,1089563,2640,4,3,2266,96471,924,203892,1520,121521,1,3389,18409,203,8645,107713,..,6,2419,1147,1534
2010,Austria,4927,1322,836,..,2,158,..,..,648,1307,..,1052,..,470,10,9,1552,9,359,1040,17,46,7,12,195,67093,9,1528,..,5,5784,58,49,14,358,349,1043,..,..,16,7,..,497,6664,116,5,525,..,216,..,56,128,16046,221,..,146,17727,885,328,516,4,11,751,244,8012,24,5,39,81,443,..,..,5,363,3418,..,..,13,482,1455,86840,1207,..,2173,..,5,..,1,160,203,51,3,23,..,34,17109,71,6720,333,7421,2923,464,..,1221,12818,75,728,442,349,265,..,137,183,46,207,937,..,196,231,123,256,344,17,17,192,6,62,40,..,..,27,46,..,532,..,9,536,9068,..,893,25,26,61,..,319,3493,..,204,70,18,5000,..,..,316,14,2674,..,20,26,82,468,3912,25770,856,2,13,..,569,..,26451,11444,98,..,..,8,..,5,1,..,1,237,191,80741,15,175,93,..,8104,6697,6,623,1038,..,1592,453,167,398,9,7,1242,6127,1766,105,10176,744,..,116,..,1,23,2192,84319,40,..,3,122,2013,69,4983,68,4628,..,108,283,1,305,1319,..,..,48,40,124
2010,Belgium,1282,1974,5191,..,..,1202,..,..,217,2488,..,333,1208,314,1,1,581,2,517,..,..,318,..,74,135,884,1,1999,..,..,6624,285,867,66,79,3558,1319,..,..,60,98,..,448,3929,..,..,593,..,332,..,41,1091,374,209,..,143,994,11,8664,1441,229,10,292,1055,845,41,7,56,215,409,..,..,..,1155,67143,..,..,150,119,822,19429,1591,..,7455,..,..,..,..,65,2223,20,3,135,..,20,1653,89,4109,377,2484,2108,1793,..,793,89408,47,2082,202,897,197,..,6,512,45,323,1109,2,230,111,7,518,2441,102,14,147,2,186,169,..,..,677,220,..,380,..,3,148,66,..,40608,16,53,2,..,786,71352,..,109,24,613,1204,..,..,624,6,2270,..,17,..,39,358,783,20604,17157,..,..,278,344,..,13672,5675,1486,..,..,..,..,..,..,13,1,26,760,1081,5,385,54,..,1859,317,..,414,381,..,22811,368,208,260,114,..,2026,1050,1071,30,1674,504,..,1301,..,..,..,2431,19776,6,..,..,120,1045,..,13886,117,5581,..,36,677,..,147,419,..,..,33,47,68
2010,France,2412,3241,717989,..,389,10059,6,14,5073,7549,4,3444,3572,1835,16,67,2923,31,1161,55817,1,9951,36,48,1196,6140,17,20214,..,13,6804,4242,738,9051,28499,28930,10474,35,..,7454,3763,..,6195,41529,207,8,10514,15686,32722,..,297,37737,4765,1739,..,443,3073,21,33185,2076,3081,1907,1033,1317,18045,402,150,203,299,2896,..,..,58,830,..,..,..,8338,885,3271,77456,3131,19,5551,2,..,..,..,1292,14953,1624,1722,29080,..,215,4981,127,20613,1555,11075,3162,3146,2,4071,159536,176,5566,885,971,481,..,400,198,19123,1107,24644,27,430,1116,14,970,4741,42498,47,963,4,41892,194,..,..,10757,15827,..,4120,3,11190,559,653,..,450458,516,219,71,..,548,18657,..,848,199,2614,2846,..,..,1236,59,13441,..,187,13,412,4247,3638,38261,333661,23,60,7350,3128,..,38862,20882,2530,..,..,1324,..,7,5,100,83,1225,61465,38439,150,558,863,..,1631,1031,2,824,1883,..,120952,22995,534,1806,9185,5,2735,35785,8932,96,2015,5814,11,11451,..,38,103,200666,144901,83,4,..,215,4631,401,83958,246,20795,1,1001,422,202,2240,52538,..,6,199,140,277
2010,Germany,45208,7607,13351,..,..,..,..,..,7182,4901,..,5951,101076,7847,..,..,4024,..,7114,14019,..,1223,..,..,1989,80809,..,17809,..,..,41598,878,310,..,1022,9220,7984,..,..,..,185,..,6238,38667,..,..,6860,..,1731,..,679,1998,79011,5058,..,853,190037,848,3719,9427,..,..,2922,2637,13579,461,..,5749,3763,8476,..,..,..,3695,54528,..,..,252,2666,7411,..,12228,..,94718,..,..,..,..,776,2400,..,..,592,..,427,73044,777,34395,6774,64102,57265,5038,..,7832,207846,827,10858,6726,406216,3557,..,..,32941,1450,10651,39377,..,1085,2209,105,14734,8575,432,..,2335,..,696,279,..,..,..,..,..,5968,..,..,..,10,..,53038,..,1189,..,..,1819,58743,..,1517,547,593,14337,..,..,3172,..,25686,..,257,..,1820,5350,12693,736101,42788,..,..,8823,8653,..,225119,400607,502,..,..,..,..,..,..,..,..,1817,2271,42893,..,1854,944,..,14145,14977,..,3591,7169,..,39151,20236,..,..,..,..,7146,31844,25703,11600,..,10756,..,7103,..,..,287,22790,702223,2488,..,..,939,87197,..,50702,..,63013,..,1295,16172,..,3304,43607,..,..,1697,334,..
2010,Liechtenstein,..,..,..,..,..,..,..,..,8,..,..,..,1500,..,..,..,..,..,..,19,..,..,..,..,..,123,..,41,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,7,..,..,..,..,..,65,..,..,..,16,..,..,8,..,..,22,..,..,..,..,..,1,..,..,..,..,4,59,..,..,..,..,..,776,..,..,26,..,..,..,..,..,..,..,..,..,..,..,17,1,13,..,..,..,4,..,..,569,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,1,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,4,10,199,..,..,..,..,..,4,12,..,..,..,..,..,..,..,..,..,..,..,69,..,..,..,..,7,28,..,..,13,..,152,..,..,..,..,..,9,6210,..,..,38,18,..,..,..,..,..,13,300,..,..,..,..,3,..,31,..,66,..,..,..,..,..,..,..,..,..,..,..
2010,Luxembourg,..,178,55,..,..,..,..,..,23,..,..,41,420,..,..,..,20,..,6,10113,..,..,..,..,..,1402,..,129,..,..,302,..,..,863,..,28,131,..,..,..,..,..,36,594,..,..,10,..,..,..,..,..,244,9,..,33,305,..,54,1240,..,46,17,..,16,..,..,..,108,..,..,..,..,544,17288,..,..,..,..,..,6505,..,..,923,..,..,..,..,..,..,..,..,..,..,..,372,168,109,..,138,..,783,..,26,10633,..,146,..,..,..,..,..,..,..,79,18,..,..,..,..,208,..,..,..,12,..,..,162,..,..,..,20,..,9,..,..,..,5165,..,127,..,..,..,..,25,2240,..,15,..,..,..,..,..,103,..,..,..,..,..,..,45,60,1226,49374,..,..,25,..,..,595,143,12,..,..,..,..,..,..,..,..,..,19,3627,..,..,..,..,318,245,..,..,26,..,1954,..,..,..,..,..,952,274,..,..,208,38,..,..,..,..,..,97,114,..,..,..,..,43,..,3621,..,648,..,..,..,..,12,28,..,..,..,..,..
2010,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2720,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2471,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Netherlands,16795,486,2509,..,..,4469,8,6,1244,268,1255,4902,2829,301,28,50,434,38,92,21613,..,176,14,108,314,381,106,4853,..,292,6391,210,1400,5542,290,938,4304,2124,..,27,65,..,1430,23311,..,..,5426,..,550,..,273,629,100,420,29738,210,208,18,2572,1298,37,35,2327,691,8311,147,14,547,142,4646,..,..,21,697,10043,..,..,39,356,109,49691,6563,19,5597,..,16,..,..,314,1731,141,808,642,..,142,3620,183,9511,62545,14036,24471,2225,..,2962,13068,320,2572,527,64,1102,..,640,25,65,435,1934,53,1279,477,..,656,456,67,143,1610,..,82,121,..,..,304,136,..,1141,..,24,149,..,..,88287,319,449,101,..,822,..,..,1780,163,234,3583,..,..,1046,216,6713,..,125,61,59,1101,2438,24846,7720,..,26,2633,32,..,4075,12585,565,..,28,29,..,20,6,..,68,761,582,25170,31,3207,1432,10621,133,41,..,11152,5987,..,9409,5177,..,2955,84284,32,1686,2710,3818,13,43,2645,..,771,..,..,194,2803,101779,..,..,..,605,340,272,26182,766,12007,..,314,654,..,1379,5664,..,..,233,453,679
2010,Switzerland,2342,709,4603,..,28,2703,..,49,3350,246,..,3003,19134,201,55,127,1201,40,207,6049,25,287,..,29,1078,22053,34,8611,..,20,1432,279,187,837,919,1939,4293,..,..,81,117,..,2911,5564,..,..,3475,15,501,..,299,1062,7589,1086,..,171,4572,127,2717,2001,40,73,2195,1511,3360,239,14,4178,129,1859,..,..,26,1171,57007,..,..,88,533,214,142541,1078,..,4014,..,16,..,..,333,712,192,33,473,..,141,6289,167,7944,1059,4060,3996,1444,..,1685,118673,266,1720,338,784,1081,..,204,130,391,294,3254,27,197,518,735,275,894,501,41,818,43,205,100,..,..,68,579,..,1929,..,97,118,1092,..,5857,475,93,137,..,446,11143,..,786,173,100,1982,..,..,860,39,2314,..,145,119,310,2513,2029,8450,90256,..,33,922,207,..,4006,4855,380,..,..,27,..,..,..,..,18,423,1131,65925,51,164,596,..,3479,1232,..,2316,2783,..,25198,17287,98,515,30,28,3531,..,1803,48,24372,2348,..,832,..,..,111,6046,36151,23,..,..,265,1199,182,20529,323,14783,..,635,201,..,1258,4138,..,..,209,133,386
2010,LATIN AMERICA AND THE CARIBBEAN,168,168,572,..,41,3530,829,3496,136935,424,2156,2404,3483,3,668,54,146,2539,155,4438,2529,19,82,13,220106,60,10,101345,1744,11,833,14,22,576,88,159,20717,1873,56,133,9,42,120915,54620,2374,5,603365,1,108,2,13298,267,1368,34931,3880,39,1652,528,160,1281,..,9100,51692,41661,2321,25353,15,15,127,128,..,20,4,581,80866,1676,1,32,20,75,35110,164,6,2591,229,4591,3813,3,34944,39,625,27634,234323,..,25803,2147,337,8351,842,1067,529,968,2,4559,132628,13730,33907,1364,15,78,54,62,3,530,172,15212,5,22,207,71,448,101,12,10,186,1,41,70,..,6566,1,2,1,30873,1,52,12,137,1438,1282,665,103,42,2,63,15999,1,570,155355,47,1637,1,3,1092,16,681,13,10673,2,283516,195524,4452,7069,104653,9207,13,14511,227,372,2777,5127,15,332,5350,5930,57,6753,..,14,18,1581,271,623,29,9,110,931,217,631,..,13,8308,..,142715,67,841,49,15890,7,2149,8164,11703,8,907,537,..,18,..,92,7399,112,1126,7,599,2,47,3400,60,27698,60,583157,1734,75416,4,104,50787,225,6,1,8,10,94
2010,Caribbean,..,57,135,..,..,57,798,3419,1877,..,1784,188,446,..,589,17,..,2356,..,498,213,..,74,8,155,5,8,497,1744,..,105,..,..,..,59,11,5959,1405,15,81,3,7,1335,3654,88,..,10221,..,..,2,771,..,..,11202,3750,..,86,..,..,33,..,8846,41905,804,38,863,..,..,6,39,..,..,..,14,47337,1221,..,..,..,..,3098,65,..,98,35,4402,2767,..,643,..,..,14952,225510,..,1005,39,..,3864,156,29,18,147,..,65,4867,12620,542,43,5,16,..,..,..,..,..,699,..,..,..,..,..,..,..,..,19,..,..,13,..,4372,..,..,..,2758,..,..,..,..,1436,24,..,..,..,..,..,8617,..,47,576,28,454,..,..,36,..,130,..,817,..,13,2258,2151,72,813,6883,..,354,5,207,124,870,..,45,5318,5137,36,6502,..,..,..,14,..,31,..,..,..,901,..,..,..,..,96,..,9110,20,11,..,1803,5,54,1349,353,..,15,53,..,..,..,..,5463,..,37,..,597,..,3,198,..,9775,2,126722,1730,318,..,..,9784,31,5,..,..,6,20
2010,Anguilla,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,392,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210,..,..,..,..,..,..,..,..,..,..,..,..,..,247,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,187,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,..,122,134,..,..,..,..,..,..,..,..,..,..
2010,Antigua and Barbuda,..,..,..,..,..,..,18,..,..,..,3,4,..,..,1,..,..,167,..,..,7,..,8,..,..,..,..,..,45,..,..,..,..,..,..,..,197,4,..,..,..,..,..,61,..,..,..,..,..,..,..,..,..,9,8,..,..,..,..,..,..,1966,632,..,4,..,..,..,..,39,..,..,..,..,18,3,..,..,..,..,38,14,..,..,..,101,34,..,..,..,..,2721,15,..,4,..,..,36,..,..,..,..,..,..,34,1253,9,..,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,3,..,..,..,..,538,..,..,..,..,..,..,7,..,5,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,..,209,275,..,515,..,..,..,..,..,..,..,..,..,12,..,..,..,..,19,..,5,..,..,..,19,..,..,..,111,..,..,..,..,..,..,..,327,..,..,..,3,..,..,..,..,459,..,1233,324,..,..,..,18,..,..,..,..,..,..
2010,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149,..,..,..,..,..,550,..,..,3380,..,..,..,..,..,..,..,1233,..,..,..,..,..,..,31,1444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,130,565,..,..,..,..,207,..,..,..,..,..,..,..,231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2252,..,..,47,..,..,..,..,..,..,..,..,..,..,..,549,468,..,78,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,352,..,..,..,..,..,..,..,..,..,..,597,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,286,..,..,..,..,1615,..,..,..,..,..,..
2010,Bahamas,..,..,..,..,..,..,..,6,67,..,..,39,19,..,..,..,..,141,..,17,14,..,14,..,..,..,8,54,..,..,14,..,..,..,..,..,793,..,12,..,..,..,14,92,11,..,106,..,..,..,20,..,..,117,..,..,..,..,..,7,..,32,160,26,17,62,..,..,6,..,..,..,..,..,85,..,..,..,..,..,130,36,..,55,..,13,..,..,15,..,..,541,14517,..,32,..,..,312,12,..,..,29,..,..,97,2136,7,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79,..,..,..,..,..,..,..,..,..,..,..,29,..,6,5,..,77,..,..,4,..,..,..,16,..,..,129,504,6,12,..,..,..,..,..,90,10,..,..,12,36,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,81,20,..,..,..,5,13,88,..,..,..,..,..,..,..,..,167,..,..,..,580,..,3,4,..,1066,..,4365,..,9,..,..,10,..,..,..,..,..,7
2010,Barbados,..,..,..,..,..,..,..,78,..,..,..,11,..,..,20,..,..,..,..,..,10,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,289,..,..,..,..,..,..,23,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,..,..,..,..,..,2945,10,..,..,..,..,215,..,..,..,..,..,..,..,328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46,823,..,1192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,519,..,..,..,..,..,..,..,..,1040,..,454,..,..,..,..,..,..,..,..,..,..,..
2010,British Virgin Islands,..,..,..,..,..,..,..,293,..,..,..,4,..,..,6,..,..,103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,498,754,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,1029,..,..,..,..,..,18,..,..,..,..,..,..,..,709,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239,..,..,..,..,..,..,..,..,607,192,..,1107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,227,..,..,..,..,..,..,..,..,394,..,703,..,..,..,..,..,..,..,..,..,..,..
