Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2015,Least developed countries,..,4,"8,348",..,2,"110,867",..,"1,907",465,..,..,976,62,..,7,"13,874",539,1,..,397,..,"54,577",..,"13,981",3,..,637,"7,367",..,..,1,"30,651","167,082","36,851","10,750","23,277","1,242",..,..,"182,693","44,512",..,238,"115,065",45,..,"1,911","5,328","47,989",..,377,"318,979",7,"1,831",..,4,..,565,"556,737",134,"1,820",9,"2,097",..,"14,159",2,"4,590","183,272",..,"52,203",..,..,413,2,"27,720",..,..,"16,740","8,899",..,"2,192","67,245",..,21,..,..,..,..,..,"95,828","25,066",..,12,..,132,..,..,"366,117","73,546",3,"4,778",6,..,4,"1,114",..,"6,802",..,..,"47,865",133,14,..,"40,656",11,"1,777","4,925","7,773","1,664",3,..,..,"5,117","53,212","93,796",..,"166,008",..,3,..,"32,219",92,..,345,2,..,..,..,..,"2,277","35,514","125,973","3,797",737,"18,244",194,140,291,2,"68,229","89,584",..,..,"6,583",..,"171,753",4,..,283,..,283,464,1,"39,899","1,666",..,382,1,395,1,711,"226,126",..,..,..,..,11,16,..,"29,399",835,"79,757",1,317,"23,990","4,489",..,..,30,63,"406,708","35,786","670,328","1,527",53,"1,897","563,747",..,80,159,376,"1,520","8,667",..,"20,599",..,"49,602",..,420,..,344,16,..,..,127,"122,129",3,30,"18,486","61,864","26,697",..,343,433,28,"2,343","39,726",..,"13,283","3,149","34,325","46,733"
2015,"Less developed regions, excluding least developed countries","2,119,882","2,413","41,085",787,24,"73,498",760,"4,539","166,571","92,933","3,043","41,465","19,708","113,028",704,"8,328","2,193,889","2,498","72,043","20,224","3,242","216,201",99,"3,300","260,828","1,756","27,601","159,474","2,324","11,787","330,694","594,815","8,392","1,024","366,296","35,327","54,527","2,460",55,"162,959","57,335",83,"152,350","2,274,249","150,105","64,428","695,205","32,900","22,398",34,"15,206","17,435","2,389","37,688","4,241","10,276","5,015","35,495","127,788","7,395",568,"12,164","66,068","46,994","852,372","42,221","31,327","11,747","1,696","106,800",2,26,936,"3,818","252,484","2,477",179,"2,538",98,"72,115","407,644","131,142",44,"63,077",251,"6,053","6,012","1,110","51,822","48,414","3,341","32,085","170,613",2,"35,300","10,960",280,"3,054,525","1,465,392","51,819","413,110","13,789",..,"46,442","174,157","20,214","93,332","202,963","42,363","17,750","1,004","39,803","17,494","507,237","4,144","87,513","144,305","71,086","30,113",30,"7,580",206,"13,647","72,037","680,919","1,006","260,701",446,188,"7,119","3,891","10,658","3,378","33,602","6,157",255,"10,652",155,"1,536","99,870","178,112","1,009,977","89,409",35,"528,771","52,996","1,930","12,480","179,943","69,300","116,225",22,"1,256","5,157","6,371","1,319,670","1,187","11,132",127,"407,030","258,679","758,509","71,311","133,135","9,847","8,389","125,797","17,536","1,301","81,790","2,090,968","19,223",619,"6,293","7,397",49,"8,447","8,312",45,"3,846","38,430","16,969","5,560",916,"3,762","59,233",900,839,713,408,"306,599","58,307","52,140","165,308","349,886","1,754,376","223,271","21,542","39,288","7,420","18,475","2,879,951","15,236","81,421","81,710","9,768","145,563",66,"1,499","9,007","19,817","68,213","7,019",946,377,"180,704","357,076","38,893","213,145","27,956","797,189","1,340","94,909","218,602","2,740","60,314","107,653","4,014","74,912","330,280","68,858","237,832"
2015,High-income countries,"314,453","516,982","787,899",149,"3,963","123,938","1,020","23,728","396,181","90,881","8,415","247,722","267,506","38,517","22,810","7,286","807,861","49,904","205,369","278,369","32,377","14,187","8,058","4,047","179,217","405,848","2,780","766,493","2,340","6,686","350,952","9,977","13,827","83,225","178,352","108,500","778,660","4,080",592,"9,768","6,744","8,311","173,308","4,884,305","387,614","66,218","778,583","20,403","51,388","10,911","64,365","88,196","290,442","775,192","32,938","68,591","473,817","13,246","104,419","124,768","5,144","36,558","796,247","546,659","988,510","717,274","12,722","74,816","65,619","279,753","8,374",475,"107,413","170,361","870,032",46,461,"13,256","25,312","118,068","1,685,710","191,576","5,330","343,517","10,138","36,345","1,411",576,"491,771","39,525","17,143","238,594","450,722",101,"373,207","285,316","19,039","4,173,178","1,226,558","489,746","393,136","406,578","4,459","114,532","1,178,982","608,373","360,284","198,318","507,185","176,420","1,297","58,235","49,392","142,568","133,534","289,584",747,"50,782","49,090","2,129","249,239","30,198","84,279","9,154","857,864",512,"35,948","50,473","3,669",311,"9,344","77,539",..,"5,829,915","10,042","14,677","22,706","21,341","8,788","1,315,410","46,218","162,939","3,222",405,"250,430","434,488","2,170","382,713","166,312","4,352","344,117","2,733","1,218","92,528","3,198","1,373,814","1,068","63,881","1,765","75,118","644,011","2,814,815","2,221,560","899,795","945,901","5,475","1,097,692","201,391",306,"1,820,104","1,446,586","15,980","1,568","20,052","28,209",172,"30,540","49,916","1,328","11,221","83,971","111,283","419,245","16,870","48,056","106,861","11,694","179,204","52,881","1,455","211,689","369,827","8,277","536,865","593,275","53,708","250,657","134,164","1,618","175,277","329,919","432,555","18,395","135,070","504,645","7,460","22,986","1,055","27,844","203,541","320,389","1,435,348","7,808","1,065",888,"72,937","993,520","49,490","2,212,907","64,160","810,788","1,055","92,239","87,459","3,822","306,792","1,235,701","4,008",115,"344,491","38,876","121,881"
2015,Middle-income countries,"1,998,206","45,160","16,575",808,18,"92,919",79,870,"92,572","347,142",574,"29,350","24,943","492,277",509,"19,611","1,687,930","1,176","643,059","17,626","3,055","216,463",48,"3,314","240,984","429,606","26,786","131,010",173,"11,782","327,260","595,070","10,047","33,929","370,083","35,631","33,711",650,47,"169,562","92,154",76,"149,423","302,994","106,303","10,426","669,033",889,"31,239",32,"14,574","17,780","175,815","29,012",226,"11,265","12,298","37,950","274,734","6,480",563,377,"18,095","34,198","107,482","41,665","31,457","81,936","40,542","60,175",..,26,"1,204","5,568","88,933",607,..,"2,647",106,"302,235","487,068","131,371",46,"74,627",249,687,106,576,"51,505","51,093","3,484","13,607","128,091",..,"33,903","18,151",278,"1,076,086","539,495","25,697","377,490","13,351",..,"50,558","191,500","1,722","74,470","52,303","1,579,183","19,070","1,139","17,961","336,590","547,051","66,876","25,747","144,299","71,086","21,765",29,"68,283",353,"1,787","29,958","112,655","1,021","305,684",513,41,289,"3,767","7,853",..,"29,925",108,285,"12,003","51,081",100,"10,214","139,120","1,069,737","93,003",760,"406,236","39,566",140,"7,875","179,453","69,361","115,570",14,67,"12,206","6,361","575,109",161,"10,330",392,"405,800","161,452","107,552","56,473","169,399","4,941","6,093","119,052","293,270",507,"30,273","4,385,452","27,192",300,220,736,49,964,"8,203",78,"33,167","35,235","23,505","62,258",911,"3,762","57,291",98,"4,514","21,853",467,"475,393","53,182","176,598","168,300","103,978","1,731,722","44,698","2,576","39,300","7,456","18,514","2,585,341","223,031","120,268","49,215","9,768","145,630",66,"1,297","5,832","4,719","54,482","117,966",20,799,"181,567","2,202,453","14,536","155,659","31,045","625,023",105,"90,610","867,046",283,"52,801","96,649",7,"88,217","19,114","57,146","247,428"
2015,Upper-middle-income countries,"1,136,261","45,034","3,046",797,18,"52,024",79,797,"70,959","317,367",545,"18,045","24,079","388,051",453,572,"164,689","1,156","474,778","15,990","1,803","17,001",48,15,"240,806","429,533","26,184","110,840",173,"2,536","326,366","2,122","6,120",830,"358,902","18,254","26,371",640,4,137,"1,415",76,"146,661","129,523","106,102","10,426","666,320",680,"19,904",32,"7,773","1,671","175,751","26,789",144,"11,022","11,988","33,048","35,969","5,858",378,376,"17,884","33,177","59,807","20,733","28,686","1,285","35,006","3,158",..,26,688,"5,216","55,597",598,..,342,57,"244,756","467,927","4,593",42,"72,705",65,687,106,3,"43,597","1,000",447,"13,606","128,044",..,"15,969","17,508",266,"99,979","438,586","17,486","130,572","12,998",..,"10,712","181,633","1,706","52,202","11,202","1,434,454","16,224","1,024","3,203","312,668","503,264","56,501","17,839","144,101",797,"3,271",29,"54,387",349,"1,782","22,813","6,488",68,"13,027",513,..,289,123,"7,672",..,"15,554",108,233,"11,920","51,081",100,"5,291","133,861","913,357","89,202",29,"94,477","35,374",..,"6,658","167,905",84,"11,892",13,34,"5,102",499,"32,156",10,"9,544",80,"403,676","156,066","100,382","52,023","130,201","4,750",345,"99,242","210,012",507,"28,529","1,696,860","4,861",300,220,736,49,964,"8,192",78,"2,878","14,231","4,705","62,205",890,437,"39,102",75,"4,447","21,850",341,"51,793","19,367",583,"158,081","14,456","370,448","8,236","2,513","39,281","6,755","16,527","2,152,148","201,541","120,142","13,571",59,"7,523",66,"1,264","5,830","2,050","51,463","104,135",20,672,"4,307","2,068,798","1,309","113,999","7,761","550,866",59,"90,281","745,045",207,"51,996","51,135",7,"74,934","7,357","55,394","237,667"
2015,Lower-middle-income countries,"861,945",126,"13,529",11,..,"40,895",..,73,"21,613","29,775",29,"11,305",864,"104,226",56,"19,039","1,523,241",20,"168,281","1,636","1,252","199,462",..,"3,299",178,73,602,"20,170",..,"9,246",894,"592,948","3,927","33,099","11,181","17,377","7,340",10,43,"169,425","90,739",..,"2,762","173,471",201,..,"2,713",209,"11,335",..,"6,801","16,109",64,"2,223",82,243,310,"4,902","238,765",622,185,1,211,"1,021","47,675","20,932","2,771","80,651","5,536","57,017",..,..,516,352,"33,336",9,..,"2,305",49,"57,479","19,141","126,778",4,"1,922",184,..,..,573,"7,908","50,093","3,037",1,47,..,"17,934",643,12,"976,107","100,909","8,211","246,918",353,..,"39,846","9,867",16,"22,268","41,101","144,729","2,846",115,"14,758","23,922","43,787","10,375","7,908",198,"70,289","18,494",..,"13,896",4,5,"7,145","106,167",953,"292,657",..,41,..,"3,644",181,..,"14,371",..,52,83,..,..,"4,923","5,259","156,380","3,801",731,"311,759","4,192",140,"1,217","11,548","69,277","103,678",1,33,"7,104","5,862","542,953",151,786,312,"2,124","5,386","7,170","4,450","39,198",191,"5,748","19,810","83,258",..,"1,744","2,688,592","22,331",..,..,..,..,..,11,..,"30,289","21,004","18,800",53,21,"3,325","18,189",23,67,3,126,"423,600","33,815","176,015","10,219","89,522","1,361,274","36,462",63,19,701,"1,987","433,193","21,490",126,"35,644","9,709","138,107",..,33,2,"2,669","3,019","13,831",..,127,"177,260","133,655","13,227","41,660","23,284","74,157",46,329,"122,001",76,805,"45,514",..,"13,283","11,757","1,752","9,761"
2015,Low-income countries,..,4,"7,799",..,2,"91,534",..,"1,907",441,..,..,101,62,..,7,1,331,1,..,373,..,"54,357",..,"13,981",3,..,"1,475","1,703",..,..,1,"30,651","165,458","3,967",4,"23,023","1,223",..,..,"176,112","7,488",..,238,"29,906",54,..,"1,911","5,328","39,296",..,377,"318,657",7,"1,771",..,4,..,549,"409,377",121,"1,820",9,"2,097",..,"2,073",2,"4,497","105,038",..,"13,121",..,..,1,2,"27,304",..,..,"16,637","8,899",..,"2,033","67,046",..,21,..,..,..,..,..,"92,872","24,411",..,12,..,132,..,..,"327,562","1,049",..,..,6,..,4,"1,082",..,415,..,..,"46,366",..,..,..,..,11,"1,724","4,925","7,773",854,3,..,..,"5,117","95,298",94,..,"120,866",..,3,..,"32,219",92,..,345,2,..,..,..,..,"2,139","74,532",..,252,6,6,178,..,..,2,"68,159","82,179",..,..,..,..,"170,796",4,..,4,..,542,"1,793",1,"2,217","1,666",..,"2,963",1,395,1,752,"218,174",..,..,..,..,11,11,..,72,717,"72,526",1,317,"23,990",..,..,..,30,4,"233,565","18,433","539,468","1,497",129,..,"550,478",..,61,149,371,1,"8,667",..,345,..,"49,527",..,406,..,236,16,..,..,..,"121,274",3,..,"5,717","58,749","5,242",..,343,433,..,"2,343",339,..,..,"3,012","46,131","36,982"
2015,Sub-Saharan Africa,89,159,"8,810",..,2,"180,308",..,"2,170","2,170",..,..,"7,532","4,139",..,41,265,"6,373",10,205,"6,911",..,"270,765",36,1,230,200,"28,226","3,425",9,23,"3,142","625,428","175,467","36,983",4,"58,088","5,835",..,..,"345,535","99,238",..,547,"22,621","1,338",..,"1,737","37,429","69,291",..,45,"335,736",797,"2,612",..,"4,015","1,574",770,"683,822","2,344","1,820",9,1,..,"12,356",2,"35,868","184,273",46,"68,688",..,..,33,827,"91,606",..,..,"19,275","8,981",..,"55,337","198,047",23,"6,893",..,..,..,..,46,"143,372","27,475",50,12,..,132,..,9,"38,554","1,078",579,116,"11,577",..,"3,586","19,571",192,"1,838",36,..,"63,920",..,56,36,23,238,"3,814","149,224","78,813","3,232",3,379,52,"18,703","125,232","1,169",41,"425,918",382,3,..,"34,753","10,564","3,334",253,2,5,..,..,..,"3,153","212,589",230,"92,970",29,106,"16,139",..,"2,543",117,"137,411","195,132",9,5,"1,333",23,"5,020",4,46,54,98,151,"1,816","8,202","62,620",..,..,"1,783",1,902,"1,421","5,830","245,331",250,15,..,..,11,11,..,"33,185","1,306","94,476","3,152","1,207","27,634",777,..,188,30,4,"531,696","69,395","715,387","2,508","2,730",191,"556,609",..,"39,308",571,"2,185",210,..,46,"1,296",3,"195,156",..,406,23,495,686,..,..,..,"302,397","3,488",178,"80,312","89,531","16,002",34,50,..,..,244,156,..,"13,283","3,216","102,706","284,279"
2015,AFRICA,240,311,"22,781",..,2,"180,325",..,"2,182","2,295",218,..,"8,028","4,915",1,56,757,"6,469",10,710,"8,230",..,"270,766",36,1,230,339,"28,226","3,624",9,77,"3,193","625,440","175,471","36,983",4,"58,462","7,127",..,..,"345,565","99,610",..,563,"23,796","1,338",..,"1,754","38,228","70,346",..,45,"336,284",827,"2,612",..,"4,066","1,722",822,"683,978","2,777","2,383",9,1,12,"19,900",403,"35,868","186,217",62,"70,300",..,..,33,"1,315","117,030",..,..,"19,275","8,992",..,"64,632","198,242",27,"8,887",..,..,..,..,51,"144,207","28,029",50,12,..,132,255,9,"40,220","4,432",763,"33,841","11,651",..,"3,947","27,040",192,"2,898","9,983",277,"64,091",..,"4,137",53,23,238,"11,606","149,224","78,838","12,126",3,379,52,"18,706","125,237","4,142",52,"426,666",382,3,..,"36,046","10,564","3,334",307,2,145,3,..,..,"9,393","212,598",231,"93,191",29,106,"17,544",..,"2,583",117,"137,504","196,329",9,5,"1,529",604,"5,909",4,46,54,98,151,"4,684","8,807","62,652",..,514,"2,124",10,902,"1,907","14,792","245,343",250,15,..,..,11,11,..,"33,185","14,928","96,538","3,152","1,216","27,752","1,039",..,235,30,4,"576,377","69,704","715,897","5,056","2,993","165,023","579,887",..,"39,308","1,013","3,401","89,444",193,108,"2,012",3,"195,156",..,406,23,"3,467","1,646",67,..,..,"302,414","4,041","1,389","85,781","89,640","24,532",34,50,76,..,271,156,..,"88,193","12,616","102,717","284,288"
2015,Eastern Africa,..,..,..,..,..,"19,761",..,..,..,..,..,157,..,..,..,..,"5,392",..,..,387,..,..,..,..,..,..,"1,970",..,..,..,..,..,"146,498","3,598",..,118,361,..,..,"1,924","2,062",..,..,"3,177",7,..,..,"37,097","22,046",..,..,..,..,24,..,..,..,35,"416,217",91,"1,816",..,..,..,"2,108",..,..,"106,100",..,"36,858",..,..,..,..,"48,413",..,..,..,..,..,855,58,..,21,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,668",39,..,..,22,..,..,387,..,131,..,..,"46,039",..,..,..,..,..,..,"4,915",..,67,..,..,..,"18,017","102,412",32,13,159,..,..,..,..,"2,907","3,334",..,..,..,..,..,..,..,"75,489",..,649,..,20,113,..,..,..,..,"1,731",..,..,..,..,"1,049",..,..,..,..,..,179,..,"1,792",..,..,143,..,395,..,268,"84,092",..,..,..,..,..,..,..,..,..,36,..,394,..,..,..,..,..,..,"515,034","19,811","578,136",68,998,..,"343,851",..,60,..,28,..,..,..,119,..,..,..,..,..,..,..,..,..,..,"292,376",..,..,"6,168","81,934","1,609",..,..,..,..,..,..,..,..,"3,149","46,131","46,700"
2015,Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,317,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"82,353",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"35,223",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,371,..,..,..,"14,971",..,..,..,..,..,..,..,..,..,..,..,..
2015,Comoros,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..,..,..,..,..,..,..,..,..,"5,112",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..,..
2015,Djibouti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,885",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"43,274",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,137,..,..
2015,Eritrea,..,..,..,..,..,144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,486,..,..,..,..,..,..,..,..,..,..,13,..,..,..,91,..,..,..,..,..,..,..,..,..,..,764,..,..,..,..,..,..,..,..,..,..,50,..,..,..,..,207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73,..,..,..,..,..,..,..,..,..,..,..,148,..,..,..,..,..,..,..,..,..,..,..,..,..,343,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,650,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,247,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,176",53,517,..,..,..,72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,524,..,..,35,254,..,..,..,..,..,..,..,..,..,..,85,95
2015,Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,"1,816",..,..,..,..,..,..,"101,984",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"217,084",..,"185,899",..,..,..,"19,527",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107,..,..,..,..,..,..,..,..,..,..,..,..,..,71,..,..
2015,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,187",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,684",..,..,..,..,..,..,..,..,"1,070",..,"16,857",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,303,..,35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,188",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"238,175",58,"45,059",..,..,..,"3,714",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"175,993",..,..,..,"20,112",..,..,..,..,..,..,..,..,..,..,..,..
2015,Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,867,..,..,..,"4,715",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,848",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,681,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,814",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,037",..,..,..,..,..,..,..,..,..,"1,041",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,102",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"25,997",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,167",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,"4,529",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,707,"5,296",..,..,..,..,..,..,..,..,..,..,"25,144","20,756"
2015,Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,224",..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,"1,764",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,596,..,..,..,..,..,65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,416",..,..,..,22,..,..,60,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,030",..,32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,..,..,78,..,..,..,..,..,..,..,337,..,9,827,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,225,..,25,..,..,..,..,..,..,..,..,..,..,..
