Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C�te d'Ivoire,Croatia,Cuba,Cura�ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R�union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2015,Eastern Asia,..,..,..,..,..,..,..,..,"2,924",..,..,"29,614",563,..,..,..,"25,073",..,..,685,..,..,..,..,..,..,..,"276,085",..,..,15,..,..,..,"16,880",..,"50,959",..,..,..,..,..,..,"3,949,216","292,527","95,704",..,..,..,..,..,..,..,..,..,..,16,561,..,574,..,..,..,..,"1,687",..,..,..,..,..,..,..,..,682,"14,335",..,..,..,..,..,"10,015","2,013",..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,"57,654","237,357","4,359",..,"1,843",..,..,"3,865",..,"44,079",..,"1,610",..,..,..,"1,893",1,..,..,..,..,..,..,..,..,..,..,"31,726",..,..,..,..,..,..,..,..,"2,115",..,..,"25,181",..,..,..,..,"4,404",..,..,"19,981","2,066",..,"7,872",..,..,"4,177",..,..,456,..,"33,984",..,..,..,..,"67,341","481,245","1,205","2,142",..,..,"769,244",..,..,..,"18,576",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,323",..,4,..,..,..,"1,924",..,"2,659","36,546",..,..,..,..,"1,895","1,805",..,..,4,"113,030",..,..,..,..,..,..,198,..,..,..,..,..,..,"48,276",..,"163,258",..,1,"24,013",..,..,"232,922",..,..,..,..,..
2015,China,..,..,..,..,..,..,..,..,..,..,..,"5,227",..,..,..,..,"4,018",..,..,..,..,..,..,..,..,..,..,"74,289",..,..,..,..,..,..,..,..,"8,629",..,..,..,..,..,..,..,"270,252","24,399",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,968","39,736",..,..,..,..,..,..,..,"6,826",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,130",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,404",..,..,..,..,"13,483","73,070",..,..,..,..,"186,786",..,..,..,"2,963",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,435",..,..,..,..,..,..,..,..,..,"15,192",..,..,..,..,..,..,..,..,..,..,..,..,..,"9,108",..,"26,777",..,..,..,..,..,"28,095",..,..,..,..,..
2015,"China, Hong Kong SAR",..,..,..,..,..,..,..,..,..,..,..,"9,091",..,..,..,..,444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"14,660",..,..,..,..,..,..,"2,307,783",..,"71,305",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,194",..,..,..,..,..,"1,973",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"18,004","134,593",..,..,695,..,..,642,..,"14,185",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"15,273",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,334","1,020",..,"2,247",..,..,..,..,..,..,..,"7,554",..,..,..,..,..,"117,914",..,109,..,..,"4,832",..,..,..,88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,879",..,..,..,..,..,..,..,401,782,..,..,..,..,..,726,..,..,..,"19,192",..,..,..,..,..,..,..,..,..,..,..,..,..,"17,666",..,"13,250",..,..,..,..,..,"10,930",..,..,..,..,..
2015,"China, Macao SAR",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"281,611","22,111",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,864",..,"1,566",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Dem. People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,202,..,..,..,..,152,..,..,..,..,..,..,..,..,..,..,"2,780",..,..,..,..,..,..,..,..,331,..,..,..,..,..,..,"28,594",164,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,363,"1,414",..,..,..,..,..,..,..,210,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170,..,..,..,..,522,"2,925",..,..,..,..,"5,358",..,..,..,145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153,..,..,..,..,..,..,..,..,..,563,..,..,..,..,..,..,..,..,..,..,..,..,..,304,..,"1,028",..,..,..,..,..,751,..,..,..,..,..
2015,Japan,..,..,..,..,..,..,..,..,"2,924",..,..,"9,896",548,..,..,..,"9,686",..,..,685,..,..,..,..,..,..,..,"199,016",..,..,..,..,..,..,"3,383",..,"9,907",..,..,..,..,..,..,"712,522",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,574,..,..,..,..,"1,687",..,..,..,..,..,..,..,..,678,"9,746",..,..,..,..,..,"6,089","2,013",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"24,727","29,874","4,359",..,"1,140",..,..,"3,204",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,750",..,..,..,..,..,..,..,..,"2,115",..,..,..,..,..,..,..,..,..,..,..,"1,046",..,"3,412",..,..,"2,693",..,..,456,..,"12,207",..,..,..,..,"53,336","229,613","1,193",467,..,..,"570,625",..,..,..,"8,244",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,444",..,..,..,..,..,..,..,"2,258","10,091",..,..,..,..,"1,895","1,060",..,..,..,"45,238",..,..,..,..,..,..,..,..,..,..,..,..,..,"16,337",..,"54,872",..,..,..,..,..,"79,310",..,..,..,..,..
2015,Mongolia,..,..,..,..,..,..,..,..,..,..,..,208,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,133,..,..,..,..,..,..,"9,373",..,..,..,..,..,..,..,..,..,..,..,..,16,561,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,73,..,..,..,..,..,162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,98,..,..,..,8,..,..,19,..,369,..,187,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,..,..,152,12,..,..,..,"1,643",..,..,..,"2,670",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,4,..,..,..,..,..,..,..,198,..,..,..,..,..,..,87,..,709,..,1,..,..,..,246,..,..,..,..,..
2015,Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,"4,990",..,..,..,..,"10,773",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,497",..,"17,299",..,..,..,..,..,..,"609,333",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,322",..,..,..,..,..,"1,791",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,494","31,740",..,..,..,..,..,..,..,"22,489",..,"1,423",..,..,..,"1,893",..,..,..,..,..,..,..,..,..,..,..,"1,377",..,..,..,..,..,..,..,..,..,..,..,"25,181",..,..,..,..,"4,404",..,..,"10,647",..,..,"2,213",..,..,"1,484",..,..,..,..,"9,630",..,..,..,..,..,"45,707",..,..,..,..,..,..,..,..,"4,466",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,924",..,..,"20,085",..,..,..,..,..,..,..,..,..,"31,884",..,..,..,..,..,..,..,..,..,..,..,..,..,"4,774",..,"66,622",..,..,"24,013",..,..,"113,590",..,..,..,..,..
2015,Southern Asia,"3,975,273",..,..,..,..,..,..,..,..,"2,479",..,"1,240",23,"12,007",..,"30,560","3,209,010",..,..,..,..,..,..,"35,619",..,..,..,"14,919",..,"25,388",..,..,..,..,"19,642",..,"2,024",..,..,..,..,..,..,"193,890",..,..,..,..,..,..,..,..,..,..,..,251,..,..,..,38,..,..,..,..,167,..,..,..,..,..,..,..,172,61,"1,586",..,..,..,..,..,"2,981",..,..,90,..,..,..,..,..,..,..,..,37,..,..,..,..,"2,550,656","154,412","4,111","86,312",..,..,55,"5,307",..,"15,558",275,"2,204","2,380",..,"7,822",..,"88,155",..,746,..,..,40,..,..,..,..,..,"217,022","1,598",..,..,..,..,..,296,..,..,..,..,..,..,..,..,..,"290,450",..,..,"583,065",20,..,152,..,..,646,..,..,"14,428",330,"1,485,399",..,..,..,..,..,929,..,189,..,274,640,..,..,..,"1,497",..,..,..,..,..,..,..,..,..,"5,882",..,..,25,..,"14,515",..,..,..,..,..,261,..,35,"162,624",..,..,..,..,188,431,73,"15,031",..,"11,183",..,..,..,..,..,..,"2,597","4,901",..,..,712,..,"13,662","39,659",..,"49,519",..,..,751,..,..,"28,087",..,..,..,680,..
2015,Afghanistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"348,369",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"15,031",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,751,..,..,..,..,..,..,..,..
2015,Bangladesh,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"30,160",..,..,..,..,..,..,..,..,..,..,..,"14,919",..,..,..,..,..,..,"19,642",..,..,..,..,..,..,..,..,"162,772",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"34,431","152,862",..,..,..,..,..,..,..,"13,763",..,..,..,..,..,..,"88,155",..,..,..,..,..,..,..,..,..,..,"203,561",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"237,369",..,..,"39,059",..,..,..,..,..,..,..,..,"14,311",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,583",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"10,548",..,..,..,..,..,..,..,..,..,..,..,..,..,"33,470",..,"46,008",..,..,..,..,..,"27,521",..,..,..,..,..
2015,Bhutan,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"44,732",..,..,..,..,..,..,13,..,127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,717,20,..,24,..,..,..,..,..,..,..,22,..,..,..,..,..,19,..,..,..,..,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,33,..,..,..,..,23,24,..,..,..,61,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,136,..,..,..,..,..,..,..,..,..,..,..
2015,India,"8,086",..,..,..,..,..,..,..,..,..,..,663,..,..,..,..,"3,171,022",..,..,..,..,..,..,"6,647",..,..,..,..,..,"25,388",..,..,..,..,..,..,"1,642",..,..,..,..,..,..,"7,107",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172,..,"1,142",..,..,..,..,..,"2,147",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,820,"1,706",498,..,..,..,..,..,716,..,"2,204","2,380",..,"6,080",..,..,..,..,..,..,..,..,..,..,..,..,"12,442",199,..,..,..,..,..,296,..,..,..,..,..,..,..,..,..,"50,587",..,..,"542,947",..,..,..,..,..,646,..,..,..,..,"1,106,212",..,..,..,..,..,..,..,156,..,..,..,..,..,..,"1,348",..,..,..,..,..,..,..,..,..,"4,476",..,..,..,..,"4,229",..,..,..,..,..,..,..,..,"155,195",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,..,..,..,712,..,"11,986","4,866",..,"2,722",..,..,..,..,..,566,..,..,..,680,..
2015,Iran (Islamic Republic of),"2,348,369",..,..,..,..,..,..,..,..,"2,479",..,..,..,"12,007",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"85,523",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"28,402",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,447","4,901",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Maldives,..,..,..,..,..,..,..,..,..,..,..,78,23,..,..,..,"37,034",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,115,..,..,..,..,..,250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,364",..,..,..,..,..,..,164,..,109,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,101,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,303,..,..,..,..,..,910,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..,..,..,..,..,"6,772",..,..,..,..,36,118,..,..,..,299,..,..,..,..,..,..,..,..,..,..,..,..,..,103,..,44,..,..,..,..,..,..,..,..,..,..,..
2015,Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233,..,..,..,..,..,..,"28,740",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"20,308",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"446,491",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,268",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Pakistan,"1,618,687",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,000,908",408,"2,301",251,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,460",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Sri Lanka,131,..,..,..,..,..,..,..,..,..,..,472,..,..,..,400,669,..,..,..,..,..,..,232,..,..,..,..,..,..,..,..,..,..,..,..,251,..,..,..,..,..,..,"2,463",..,..,..,..,..,..,..,..,..,..,..,251,..,..,..,..,..,..,..,..,130,..,..,..,..,..,..,..,..,61,299,..,..,..,..,..,557,..,..,90,..,..,..,..,..,..,..,..,37,..,..,..,..,"10,730",322,104,40,..,..,55,"5,130",..,843,275,..,..,..,"1,742",..,..,..,736,..,..,40,..,..,..,..,..,918,"1,399",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,342,..,..,111,..,..,..,..,..,117,330,823,..,..,..,..,..,..,..,33,..,274,607,..,..,..,149,..,..,..,..,..,..,..,..,..,"1,406",..,..,25,..,608,..,..,..,..,..,261,..,35,..,..,..,..,..,129,289,73,..,..,275,..,..,..,..,..,..,45,..,..,..,..,..,"1,676","1,184",..,609,..,..,..,..,..,..,..,..,..,..,..
2015,South-Eastern Asia,"1,719",116,462,..,..,76,..,..,148,135,63,"32,964",503,..,..,111,"451,029",..,..,533,..,..,..,..,35,..,..,363,..,"6,165",..,..,..,131,"679,930",..,"14,656",..,..,..,..,..,93,"696,732","62,856","22,199",125,..,529,..,39,16,..,112,..,..,..,"7,298",48,"1,083",..,..,..,459,161,..,..,..,..,2,..,..,..,112,"3,003",..,..,..,..,..,"6,123",34,..,153,..,..,..,"1,008",34,..,..,..,..,..,..,244,53,"345,616","1,257,676",600,731,431,..,614,"2,359",..,"59,447","12,153",..,53,..,171,..,"904,230",..,134,..,1,"2,311",..,..,..,..,..,"1,176,785",..,..,..,..,..,..,..,..,145,..,..,..,..,..,..,..,"2,096,979",..,..,"223,979","8,451",..,"8,648",..,..,192,..,..,"1,371",408,"171,858",34,..,60,..,111,"136,960",110,930,51,120,"45,193",..,..,35,97,4,..,..,..,..,..,..,..,..,"2,997",..,..,..,..,"107,084",..,..,..,..,"1,098",813,..,"1,305","26,601",15,63,125,..,"1,302","1,973","2,325",..,..,"110,678","22,666",2,..,..,..,568,880,..,..,..,..,..,431,"50,772",..,"72,442",..,..,..,..,..,"150,713",..,..,..,..,1
2015,Brunei Darussalam,..,..,..,..,..,..,..,..,..,..,..,515,..,..,..,..,"1,234",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,055",515,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,081","6,165",..,..,..,..,..,..,..,204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"48,285",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,344",307,..,204,..,..,..,..,..,..,..,821,..,..,..,..,..,"13,457",..,..,..,..,153,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,541",..,..,..,..,..,..,..,..,"1,234",..,..,..,..,..,..,..,..,..,"14,384",..,..,..,..,..,..,..,..,..,..,..,..,..,"2,055",..,153,..,..,..,..,..,..,..,..,..,..,..
2015,Cambodia,..,..,..,..,..,..,..,..,..,..,..,116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..,..,..,"1,518",116,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275,..,..,..,..,..,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,105,..,..,..,..,..,15,..,125,..,..,..,..,..,..,260,..,..,..,..,..,..,..,..,..,..,172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,..,..,45,30,..,..,..,..,..,..,..,..,..,41,..,..,..,..,..,152,..,..,..,..,56,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123,..,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,"30,806",..,..,..,..,..,..,..,..,..,..,..,..,..,92,..,195,..,..,..,..,..,"36,436",..,..,..,..,..
2015,Indonesia,..,..,..,..,..,..,..,..,..,..,..,"10,844",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,144",..,..,..,..,..,..,"72,302",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,976",..,..,..,..,..,..,..,..,"18,909","11,976",..,..,..,..,..,..,..,..,..,..,"2,263",..,..,..,..,..,"2,263",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,950",..,..,..,..,..,..,..,..,..,"8,223",..,..,..,..,..,"4,025",..,..,..,..,"31,940",..,..,..,..,..,..,..,..,..,..,..,..,..,"2,263",..,..,..,..,"22,525",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,263",..,..,"22,525","22,525",..,..,..,..,..,..,..,..,..,..,..,..,"31,304",..,"12,077",..,..,..,..,..,..,..,..,..,..,..
2015,Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,499",..,..,..,..,..,..,..,..,"13,678",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,361",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"19,330",..,..,..,..,..
