Country Name,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ecuador,"Personal remittances, received (current US$)",2460000000,2933808811,3341337813,3088633129,2742436211,2599027039,2680596331,2476225962,2458803089,2472449389,2387555892,2612078852,2849068577
Ecuador,GDP growth (annual %),5.291296789,4.403526526,2.19006602,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526
Ecuador,GDP (current US$),41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11
"Egypt, Arab Rep.","Personal remittances, received (% of GDP)",5.594312793,4.958410806,5.867459393,5.339698492,3.783209948,5.689248172,6.069570834,6.885567552,6.179470139,6.405401108,5.508117795,5.583912831,10.5100444
"Egypt, Arab Rep.","Personal remittances, received (current US$)",5017300000,5329500000,7655800000,8694000000,7149600000,12453100000,14324300000,19236400000,17833100000,19570400000,18325400000,18590400000,24737400000
"Egypt, Arab Rep.",GDP growth (annual %),4.471744472,6.843838194,7.087827427,7.156283566,4.6735998,5.147234858,1.764571949,2.226199799,2.185466054,2.91591188,4.372019078,4.346643456,4.181221
"Egypt, Arab Rep.",GDP (current US$),89685725230,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.79373E+11,2.88586E+11,3.0553E+11,3.32698E+11,3.32928E+11,2.35369E+11
Euro area,"Personal remittances, received (% of GDP)",0.417341909,0.429957517,0.44934831,0.493043583,0.524350486,0.544149362,0.564082498,0.590109399,0.616669131,0.621551309,0.661097885,0.648053913,0.639524716
Euro area,"Personal remittances, received (current US$)",43968449771,48094849918,57883065899,69641825807,67720630008,68842364935,76891386869,74657785698,81419067313,83907856452,77241175282,77657328910,80802093875
Euro area,GDP growth (annual %),1.704974391,3.241467693,3.076427291,0.474207281,-4.503462969,2.078851071,1.634892866,-0.858105212,-0.24750993,1.401978659,2.114215347,1.930350418,2.414248317
Euro area,GDP (current US$),1.05354E+13,1.1186E+13,1.28816E+13,1.41249E+13,1.29151E+13,1.26514E+13,1.36312E+13,1.26515E+13,1.3203E+13,1.34997E+13,1.16838E+13,1.19832E+13,1.26347E+13
Eritrea,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Eritrea,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Eritrea,GDP growth (annual %),2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,,,,,,
Eritrea,GDP (current US$),1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,,
Spain,"Personal remittances, received (% of GDP)",0.098148497,0.101305866,0.113345464,0.112566982,0.101615516,0.11004273,0.113800975,0.156010202,0.221073623,0.224388237,0.223055163,0.212840093,0.22905931
Spain,"Personal remittances, received (current US$)",1135849455,1281064842,1676766649,1840487466,1523317946,1575390155,1693435047,2084325856,3010700428,3089625893,2674619184,2633895042,3010558954
Spain,GDP growth (annual %),3.723001788,4.174123186,3.768992408,1.11768686,-3.573751449,0.014063878,-0.998764958,-2.927750507,-1.705705,1.379997238,3.644680152,3.17258966,2.979182401
Spain,GDP (current US$),1.15728E+12,1.26455E+12,1.47934E+12,1.63502E+12,1.4991E+12,1.43162E+12,1.48807E+12,1.33602E+12,1.36185E+12,1.37691E+12,1.19908E+12,1.2375E+12,1.31431E+12
Estonia,"Personal remittances, received (% of GDP)",1.885596616,2.369024151,1.848213522,1.497323356,1.728959284,1.832475975,1.891948286,1.999849338,2.258127943,2.043025278,1.995765856,2.027937379,1.899560157
Estonia,"Personal remittances, received (current US$)",264098327,401872373.4,410988381.7,362263000.5,339783596,357166726,438368956.7,460842571.8,567629079.2,543768637.4,457119329.8,486386519.4,505504330.9
Estonia,GDP growth (annual %),9.373711454,10.27188409,7.748192368,-5.41945589,-14.72440391,2.259075894,7.597300209,4.307258988,1.936543444,2.888563845,1.90028659,3.489097111,4.856686856
Estonia,GDP (current US$),14006088297,16963625016,22237061730,24194039256,19652492637,19490936349,23170239901,23043864510,25137153149,26615854605,22904456872,23984296771,26611651599
Ethiopia,"Personal remittances, received (% of GDP)",1.399221469,1.126594271,1.815735658,1.428667802,0.806482761,1.153047348,1.606240342,2.164650625,1.748295051,3.230184878,1.686177576,1.039750396,0.480915457
Ethiopia,"Personal remittances, received (current US$)",173519405.7,172153314,357838225,386696265.8,261601951.5,345150775.5,513238171,937525801.9,833031317,1796377787,1086986751,772235946.6,392986446.2
Ethiopia,GDP growth (annual %),11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.503858571
Ethiopia,GDP (current US$),12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64464547915,74271281811,81716326731
European Union,"Personal remittances, received (% of GDP)",0.459331237,0.479192453,0.495451842,0.52496294,0.54437415,0.55034732,0.564281784,0.584818841,0.627503444,0.626167259,0.654472538,0.655066743,0.655415212
European Union,"Personal remittances, received (current US$)",66342097847,73836832462,88243725597,1.00602E+11,93232917920,93611878694,1.03685E+11,1.01273E+11,1.13284E+11,1.16901E+11,1.07635E+11,1.08434E+11,1.13681E+11
European Union,GDP growth (annual %),2.122090104,3.365061464,3.12623638,0.536768932,-4.343015738,2.086414783,1.755444229,-0.396453462,0.257279743,1.784416352,2.349474797,2.027090443,2.482225474
European Union,GDP (current US$),1.44432E+13,1.54086E+13,1.78108E+13,1.91636E+13,1.71266E+13,1.70096E+13,1.83748E+13,1.7317E+13,1.80531E+13,1.86693E+13,1.64461E+13,1.65531E+13,1.73449E+13
Fragile and conflict affected situations,"Personal remittances, received (% of GDP)",4.149441691,3.587385976,3.858315118,3.692666394,4.113367752,3.632896946,3.332593309,3.424705221,3.610641593,3.412166679,4.060862671,4.343261328,4.014983331
Fragile and conflict affected situations,"Personal remittances, received (current US$)",11500834154,11936422636,13221046542,16378610533,17974095800,19149320955,20693151570,23161284566,25910031955,26091152482,28274360447,28985548028,29725791961
Fragile and conflict affected situations,GDP growth (annual %),6.668136683,6.791580263,5.508292651,5.506403631,4.618788467,6.563475533,-5.429485081,12.28426765,3.855178878,1.083963208,2.207629639,5.211898644,2.98009593
Fragile and conflict affected situations,GDP (current US$),3.10429E+11,3.67377E+11,4.51741E+11,5.84365E+11,5.44392E+11,6.49697E+11,7.09497E+11,8.16783E+11,8.50109E+11,8.58994E+11,7.74094E+11,7.42768E+11,8.29349E+11
Finland,"Personal remittances, received (% of GDP)",0.338797431,0.329946628,0.315636391,0.338041923,0.34395916,0.360789742,0.276084338,0.335958974,0.360487062,0.3327236,0.371553238,0.360643191,0.349539468
Finland,"Personal remittances, received (current US$)",692623967.6,714507680.8,806086783.8,959168579,865053941.3,894036317.1,755571704.1,862428409.4,973243372.2,907035438.2,865164644,861971552.8,881894501.7
Finland,GDP growth (annual %),2.779955031,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-0.758036295,-0.631728091,0.50066201,2.77192552,2.65252953
Finland,GDP (current US$),2.04436E+11,2.16553E+11,2.55385E+11,2.83742E+11,2.51499E+11,2.478E+11,2.73674E+11,2.56706E+11,2.6998E+11,2.72609E+11,2.32851E+11,2.3901E+11,2.52302E+11
Fiji,"Personal remittances, received (% of GDP)",6.762220314,6.593845293,5.381056261,4.163893594,5.965368492,5.59304202,4.248332027,4.798770406,4.858516771,4.549493401,5.364087108,5.462254971,5.203308181
Fiji,"Personal remittances, received (current US$)",203321369.7,204589971.1,183227689.1,146701712.8,171243337.5,175649978.8,160354593,190607763.8,203578810.4,220967222.6,251175893.6,269111111.1,274231781.8
Fiji,GDP growth (annual %),0.700000383,1.852483092,-0.850653535,1.032794215,-1.386037485,2.954672074,2.705142971,1.411313661,4.734220415,5.603514517,4.663807838,2.645289584,5.179743526
Fiji,GDP (current US$),3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185
France,"Personal remittances, received (% of GDP)",0.6471501,0.669753102,0.661948775,0.688234891,0.730390382,0.753163435,0.801258485,0.844855481,0.868456553,0.888838843,0.986722537,0.973367915,0.962196124
France,"Personal remittances, received (current US$)",14212232287,15528852905,17589390548,20085329314,19649124830,19903168862,22927275764,22674444518,24412988733,25351157146,24058346807,24054701190,24885137940
France,GDP growth (annual %),1.663219998,2.449323602,2.424736238,0.254945947,-2.87331385,1.949437632,2.192700651,0.313134744,0.576326679,0.956183042,1.112912342,1.095464394,2.260202722
France,GDP (current US$),2.19613E+12,2.31859E+12,2.65721E+12,2.91838E+12,2.69022E+12,2.64261E+12,2.86141E+12,2.68383E+12,2.81108E+12,2.85217E+12,2.43821E+12,2.47129E+12,2.58629E+12
Faroe Islands,"Personal remittances, received (% of GDP)",4.646524171,4.487682827,4.767318894,5.614565117,6.116301594,6.308880892,6.359854343,6.694487859,6.030024546,5.556856629,6.290932992,5.890758109,
Faroe Islands,"Personal remittances, received (current US$)",80282305.11,89055616.15,109177969.4,136569580.1,138741437.4,146392824.3,158411750,158411750,158411750,158411750,158411750,158411750,158411750
Faroe Islands,GDP growth (annual %),,,,,,,,,,,,,
Faroe Islands,GDP (current US$),1727792693,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2689157271,
"Micronesia, Fed. Sts.","Personal remittances, received (% of GDP)",,,,,6.197022717,6.092802199,6.256962513,6.378862087,6.975875884,7.339227684,7.404886799,7.07457147,6.937215299
"Micronesia, Fed. Sts.","Personal remittances, received (current US$)",,,,,17349600,18066700,19428000,20803300,22046600,23338700,23338700,23338700,23338700
"Micronesia, Fed. Sts.",GDP growth (annual %),2.056752063,-0.130715913,-1.962406049,-2.217724288,1.177192743,2.041890243,3.347067156,-1.989479307,-3.858525094,-2.156058931,4.931500557,0.700002436,3.199981628
"Micronesia, Fed. Sts.",GDP (current US$),250149400,253372300,256548100,262868600,279966700,296525300,310502100,326128700,316040600,317999400,315179700,329895600,336427500
Gabon,"Personal remittances, received (% of GDP)",0.115128767,,0.115841797,0.133178373,0.114762299,0.267637797,0.11982638,0.131534972,0.093952817,0.162087749,0.128383009,,
Gabon,"Personal remittances, received (current US$)",11028154.17,,14409511.05,20654067.56,13846230.03,38428998.66,21792198.45,22586458.56,16527000.61,29467150.85,18458042.25,,
Gabon,GDP growth (annual %),2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.479762271
Gabon,GDP (current US$),9578973591,10318424464,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590745162,18179752010,14377324798,14014369642,14892609693
United Kingdom,"Personal remittances, received (% of GDP)",0.239412001,0.226376072,0.212583841,0.20644025,0.218933229,0.201859246,0.193518229,0.184738327,0.174482983,0.162529494,0.172585187,0.172165564,0.16336245
United Kingdom,"Personal remittances, received (current US$)",6045166080,6105706286,6556335761,5995100746,5242981857,4951404773,5099003471,4944716073,4804502413,4932330424,4998792885,4578293712,4309283085
United Kingdom,GDP growth (annual %),3.148724236,2.548078385,2.545500795,-0.345916655,-4.246551566,1.711206445,1.644770017,1.447060443,2.046299585,2.947562163,2.349122692,1.789288659,1.822927774
United Kingdom,GDP (current US$),2.52501E+12,2.69715E+12,3.08412E+12,2.90404E+12,2.39479E+12,2.4529E+12,2.6349E+12,2.67661E+12,2.75357E+12,3.03473E+12,2.89642E+12,2.65924E+12,2.63787E+12
Georgia,"Personal remittances, received (% of GDP)",6.957008744,8.099636451,8.680582295,8.323680586,10.32453606,10.17257952,10.71922881,11.1703966,12.05255956,12.03244806,10.42437132,10.57714095,11.89513822
Georgia,"Personal remittances, received (current US$)",446005398.6,627348779.5,883065426,1065021296,1111619713,1183935750,1547274440,1770115175,1945284852,1986474924,1458741311,1520785231,1793945161
Georgia,GDP growth (annual %),9.58957388,9.419770997,12.57895276,2.418572208,-3.650513994,6.249487789,7.221608905,6.35079784,3.386770836,4.623613264,2.880526546,2.846603299,4.832686291
Georgia,GDP (current US$),6410878800,7745394293,10172882371,12795076469,10766776414,11638500814,14434568633,15846484588,16140014428,16509316418,13993566298,14378036929,15081330942
Ghana,"Personal remittances, received (% of GDP)",0.924226217,0.515702878,0.474027895,0.442055547,0.440589539,0.422231915,5.395093844,5.139506269,2.945752185,3.745875516,10.1306516,5.417103797,5.994242779
Ghana,"Personal remittances, received (current US$)",99184576,105253248,117363712,126104704,114455680,135852160,2134638607,2155495000,1863990000,2007831480,4982442362,2979934204,3536410000
Ghana,GDP growth (annual %),5.900003916,6.399912502,4.346819164,9.149798975,4.844486998,7.899711889,14.04712363,9.292789405,7.312525007,2.89743883,2.1782068,3.447792974,8.143446497
Ghana,GDP (current US$),10731634117,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244
Gibraltar,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Gibraltar,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Gibraltar,GDP growth (annual %),,,,,,,,,,,,,
Gibraltar,GDP (current US$),,,,,,,,,,,,,
Guinea,"Personal remittances, received (% of GDP)",1.415355269,0.699048945,0.239894899,0.883377614,0.774612762,0.674986751,0.950607163,0.868023137,1.110353202,1.383222853,1.484868119,0.606318252,0.441438496
Guinea,"Personal remittances, received (current US$)",41570000,29500000,15070000,61520000,52030000,46260000,64500000,66300000,93010000,121425853.2,130582308.4,52170780.86,43770000
Guinea,GDP growth (annual %),2.997272562,1.180140446,6.827474427,4.136616153,-1.117638595,4.820715414,5.612104279,5.916911732,3.934784025,3.707451613,3.81494989,10.82880684,13.36010547
Guinea,GDP (current US$),2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8604520929,9915311049
"Gambia, The","Personal remittances, received (% of GDP)",9.501222377,9.735373433,6.967523686,6.710791963,8.860498581,12.15573512,10.17030726,11.68641719,8.03408054,10.94235478,9.752459115,14.37769161,15.319678
"Gambia, The","Personal remittances, received (current US$)",59304087.54,63773517.34,55662540.37,64811558.97,79801153.13,115699061,91358953.77,106349453.1,109829222,137771209.4,135963871.3,207369236.5,228181209.4
"Gambia, The",GDP growth (annual %),-0.941675935,1.124099834,3.631025563,5.734641951,6.449695913,6.526297338,-4.295121768,5.599761323,4.788921891,-0.940235529,5.868247526,0.405596589,4.557731909
"Gambia, The",GDP (current US$),624173239.9,655070067.7,798885556.5,965781078.2,900639534,951806368.7,898290989.9,910026155.7,1367041585,1259063631,1394149616,1442298542,1489464788
Guinea-Bissau,"Personal remittances, received (% of GDP)",3.391100669,4.311929787,6.182596943,5.720265766,5.908380867,5.404896187,4.744273312,4.612746542,6.099472773,8.772529139,8.107668562,4.789598065,7.790057569
Guinea-Bissau,"Personal remittances, received (current US$)",19898832.08,25519702.43,43030269.35,49460552.25,48850413.82,45890277.97,52110120.36,45635184.42,63787684.42,92419676.5,84952814,56431260,104919759.1
Guinea-Bissau,GDP growth (annual %),4.266098931,2.309357998,3.262955456,3.203567307,3.368974958,4.6109709,8.084779734,-1.712683012,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626
Guinea-Bissau,GDP (current US$),586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,849050127.5,1098379392,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897
Equatorial Guinea,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Equatorial Guinea,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Equatorial Guinea,GDP growth (annual %),16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-4.685683868
Equatorial Guinea,GDP (current US$),8217369093,10086528699,13071718759,19749893536,15027795173,16298542028,21329395901,22389626329,21942597765,21736500713,13180195435,11233177619,12289913729
Greece,"Personal remittances, received (% of GDP)",0.4924095,0.564406472,0.779823288,0.757949828,0.6122189,0.500800126,0.412162097,0.277292669,0.335506273,0.309966215,0.258979939,0.213643989,0.197253414
Greece,"Personal remittances, received (current US$)",1220107040,1542622996,2483721084,2686635042,2020323914,1499203153,1186193538,681226748.1,804752094.2,734711614.7,509132167.4,417081015,400593183.9
Greece,GDP growth (annual %),0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.241425025,0.739777123,-0.437833918,-0.190952277,1.505099308
Greece,GDP (current US$),2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.99362E+11,2.87798E+11,2.45671E+11,2.39862E+11,2.3703E+11,1.96591E+11,1.95222E+11,2.03086E+11
Grenada,"Personal remittances, received (% of GDP)",3.859254739,4.070869007,3.772974114,3.492876688,3.585306832,3.693205257,3.717792673,3.662333128,3.518297842,4.485426443,4.336767732,4.224260045,4.074480881
Grenada,"Personal remittances, received (current US$)",26836111.11,28443188.89,28624935.56,28850324.44,27652595.19,28475102.22,28948812.96,29294352.96,29645885.19,40884545.74,43237918.01,44846063.54,45914603.71
Grenada,GDP growth (annual %),13.27306387,-3.992680103,6.123450947,0.947542625,-6.613281348,-0.511262754,0.764976824,-1.155143735,2.351418773,7.344076522,6.443143733,3.735614132,5.05921616
Grenada,GDP (current US$),695370296.3,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296
Greenland,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Greenland,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Greenland,GDP growth (annual %),4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.706469791,-2.529498324,5.955617683,0.987493074
Greenland,GDP (current US$),1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2713534471,
Guatemala,"Personal remittances, received (% of GDP)",11.26955087,12.23932215,12.41810073,11.39545535,10.65179634,10.23682225,9.492768898,9.983733209,9.988768962,9.941660848,10.30740587,10.88115709,11.17322048
Guatemala,"Personal remittances, received (current US$)",3066600000,3700100000,4236200000,4459834145,4019356531,4231750980,4523758500,5030649507,5379066800,5837974286,6572785056,7471400000,8449200000
Guatemala,GDP growth (annual %),3.260111043,5.379776769,6.304056515,3.28107984,0.526042983,2.869487756,4.16204894,2.969857401,3.697585601,4.174169137,4.140044358,3.092482558,2.760338484
Guatemala,GDP (current US$),27211377225,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538
Guam,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Guam,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Guam,GDP growth (annual %),3.535461753,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.825110309,1.733307071,0.561471442,0.250288795,0.192049165
Guam,GDP (current US$),4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5793000000,5859000000
Guyana,"Personal remittances, received (% of GDP)",24.4021998,14.95254856,16.00385758,14.28777993,12.71347272,16.17989418,16.001403,16.39867883,10.98351231,10.71138112,9.469884053,7.681853108,7.571263347
Guyana,"Personal remittances, received (current US$)",201289000,218076000,278496000,273896014.3,262065845.9,367805406.3,412200000,469258405.5,328152658.5,329658104.9,302773517.6,269173992.9,269173994.5
Guyana,GDP growth (annual %),-1.95095758,5.129609346,7.019640482,1.976647054,3.552158264,4.138443121,5.196298129,5.276306143,5.000564991,3.846923912,3.162407787,3.316131655,2.080177394
Guyana,GDP (current US$),824880550.3,1458453715,1740180444,1916994912,2061323854,2273225042,2576024116,2861562266,2987684170,3077643314,3197225182,3504024213,3555205811
High income,"Personal remittances, received (% of GDP)",0.220257242,0.233658575,0.251361647,0.271315979,0.270408916,0.261975784,0.269621495,0.265962591,0.281925417,0.283908683,0.279870586,0.275198566,0.273308235
High income,"Personal remittances, received (current US$)",81674757034,90943172961,1.0673E+11,1.22202E+11,1.14899E+11,1.165E+11,1.29694E+11,1.27994E+11,1.37185E+11,1.42373E+11,1.32605E+11,1.33168E+11,1.38102E+11
High income,GDP growth (annual %),2.80435081,3.068904763,2.652292161,0.3898271,-3.328239584,2.93549698,1.847528475,1.28934361,1.435564982,2.03761159,2.326822479,1.702557452,2.256178521
High income,GDP (current US$),3.75837E+13,3.96888E+13,4.34081E+13,4.61441E+13,4.32844E+13,4.5352E+13,4.89387E+13,4.89948E+13,4.95848E+13,5.06611E+13,4.78502E+13,4.88485E+13,5.1003E+13
"Hong Kong SAR, China","Personal remittances, received (% of GDP)",0.163441678,0.151926892,0.149749799,0.162052064,0.162484593,0.148518539,0.141496676,0.139670277,0.130664352,0.127787649,0.125006794,0.124506644,0.127879662
"Hong Kong SAR, China","Personal remittances, received (current US$)",296761189.3,294033632.4,316866690.1,355347245,347792446.9,339569368.9,351638509.3,366815267.3,360237541.4,372449060.1,386750552.6,399492889.2,436898438.6
"Hong Kong SAR, China",GDP growth (annual %),7.388178026,7.032586304,6.464794376,2.127898968,-2.459131804,6.767685414,4.814677242,1.700277398,3.101516224,2.762394452,2.387808053,2.176392352,3.838406307
"Hong Kong SAR, China",GDP (current US$),1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.91459E+11,3.09384E+11,3.20861E+11,3.41648E+11
Honduras,"Personal remittances, received (% of GDP)",18.66408022,21.75363476,21.29156408,20.45975298,17.10144713,16.64314011,15.98008307,15.87111001,16.86376042,17.17512951,17.60517562,17.9153648,18.8436262
Honduras,"Personal remittances, received (current US$)",1805194920,2358468900,2613644663,2821344123,2477339131,2617906839,2810592536,2920369783,3098239342,3369514367,3667853295,3863739159,4322761614
Honduras,GDP growth (annual %),6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.788026945
Honduras,GDP (current US$),9672027224,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174
Heavily indebted poor countries (HIPC),"Personal remittances, received (% of GDP)",3.218658887,3.308197635,3.453887237,3.276685058,3.066918876,3.14722663,3.610024103,3.469669351,3.21328093,3.309053355,3.739982689,3.366231633,3.42035653
Heavily indebted poor countries (HIPC),"Personal remittances, received (current US$)",7407392068,9087740689,11312488516,13360891348,12607774063,14278459474,18274740162,18941166072,19646599580,21413029204,23867542095,22053553944,24838429869
Heavily indebted poor countries (HIPC),GDP growth (annual %),6.079802595,6.164260238,6.546962507,6.055523633,4.270000385,5.864022377,4.522935953,5.715865145,5.773227593,5.568530683,4.921544707,4.634620259,5.168973749
Heavily indebted poor countries (HIPC),GDP (current US$),2.48193E+11,2.95498E+11,3.53111E+11,4.26498E+11,4.2892E+11,4.74041E+11,5.29822E+11,5.70151E+11,6.36323E+11,6.72892E+11,6.60392E+11,6.76659E+11,7.51961E+11
Croatia,"Personal remittances, received (% of GDP)",3.443909303,3.19693425,3.083728493,2.929549347,3.011295796,3.174078165,3.352046216,3.686578574,3.738441526,3.725112416,4.248107032,4.241300707,4.499208388
Croatia,"Personal remittances, received (current US$)",1561715801,1611396956,1853996367,2065174195,1890465246,1900192910,2091659349,2084700260,2174198361,2148732147,2103620410,2189504864,2483626805
Croatia,GDP growth (annual %),4.109564989,4.86781746,5.283652489,2.036460603,-7.291430906,-1.472916296,-0.340190378,-2.300642858,-0.491748791,-0.087513347,2.400591879,3.536129557,2.921363374
Croatia,GDP (current US$),45347181470,50404444703,60121906684,70494603466,62779128128,59865977192,62399478246,56548374545,58157880646,57682343708,49519006809,51623429121,55201417479
Haiti,"Personal remittances, received (% of GDP)",22.87870238,22.34700161,20.76501939,20.91696692,20.89020667,22.25436737,20.63856088,20.43449694,21.07061001,22.52683346,25.16500588,29.57350112,32.3710653
Haiti,"Personal remittances, received (current US$)",986154000,1062869000,1222089000,1369753973,1375546872,1473804721,1551366394,1612326050,1780995274,1977033926,2195560227,2358653340,2721841068
Haiti,GDP growth (annual %),1.805011319,2.249221435,3.343278665,0.843944574,3.083247861,-5.497792435,5.523738146,2.885095378,4.234053206,2.810148238,1.211218752,1.452706658,1.173279505
Haiti,GDP (current US$),4310358096,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995
Hungary,"Personal remittances, received (% of GDP)",1.69235097,1.79831893,1.650892729,1.596314514,1.338106875,1.58040671,1.97832209,2.760805132,3.401053344,3.403499805,3.763332692,3.873283199,3.474586422
Hungary,"Personal remittances, received (current US$)",1912955034,2073375397,2308786595,2522151760,1747486765,2069110166,2785122682,3529872875,4598934299,4767707765,4631687566,4880645843,4856121528
Hungary,GDP growth (annual %),4.388215174,3.851172967,0.422396462,0.851321308,-6.600993646,0.65529337,1.657657422,-1.631403337,2.093642164,4.224653755,3.536425476,2.28079775,4.137063937
Hungary,GDP (current US$),1.13035E+11,1.15295E+11,1.39851E+11,1.57998E+11,1.30594E+11,1.30923E+11,1.40782E+11,1.27857E+11,1.35221E+11,1.40083E+11,1.23074E+11,1.26008E+11,1.39761E+11
IBRD only,"Personal remittances, received (% of GDP)",1.495204896,1.506069805,1.472895521,1.386270371,1.32864458,1.195341617,1.118584164,1.115996939,1.116128164,1.167220789,1.301148865,1.25669083,1.22732782
IBRD only,"Personal remittances, received (current US$)",1.42072E+11,1.67248E+11,2.03429E+11,2.31187E+11,2.17674E+11,2.37869E+11,2.6355E+11,2.79021E+11,2.95175E+11,3.191E+11,3.30198E+11,3.20708E+11,3.4471E+11
IBRD only,GDP growth (annual %),6.895195789,7.931218998,8.486029636,5.550999339,2.023361933,7.312169938,5.99836666,5.030347151,4.966815315,4.274226139,3.839885675,4.26922525,4.859708837
IBRD only,GDP (current US$),9.58506E+12,1.13678E+13,1.4131E+13,1.69635E+13,1.64612E+13,1.99908E+13,2.36171E+13,2.51063E+13,2.65339E+13,2.74015E+13,2.58614E+13,2.60072E+13,2.86329E+13
IDA & IBRD total,"Personal remittances, received (% of GDP)",1.770088486,1.780901027,1.733605733,1.649370768,1.604389101,1.457688377,1.387503992,1.401904275,1.397639495,1.445463454,1.601275838,1.544143341,1.501466615
IDA & IBRD total,"Personal remittances, received (current US$)",1.80578E+11,2.13434E+11,2.57308E+11,2.96239E+11,2.83209E+11,3.11578E+11,3.50083E+11,3.7575E+11,3.97107E+11,4.26082E+11,4.39804E+11,4.25583E+11,4.53529E+11
IDA & IBRD total,GDP growth (annual %),6.870326389,7.825352516,8.356831306,5.537171952,2.228295231,7.241099801,5.903518071,5.007227469,5.030355428,4.36554638,3.861304311,4.188881449,4.81794031
IDA & IBRD total,GDP (current US$),1.03369E+13,1.22869E+13,1.52091E+13,1.82583E+13,1.77269E+13,2.14522E+13,2.52843E+13,2.69033E+13,2.85039E+13,2.95383E+13,2.79544E+13,2.80495E+13,3.07815E+13
IDA total,"Personal remittances, received (% of GDP)",5.502298517,5.250551179,5.22660305,5.295108445,5.417202841,5.285635901,5.467020559,5.643768641,5.421456412,5.199161271,5.42793532,5.32201023,5.400021609
IDA total,"Personal remittances, received (current US$)",38506425637,46185128005,53879149155,65052441372,65534875415,73708774432,86532581463,96729182301,1.01931E+11,1.06982E+11,1.09606E+11,1.04875E+11,1.08819E+11
